Tool,Length
bifrost,176
bifrost,57
bifrost,34
bifrost,441
bifrost,61
bifrost,560
bifrost,61
bifrost,251
bifrost,61
bifrost,292
bifrost,61
bifrost,1675
bifrost,61
bifrost,693
bifrost,61
bifrost,479
bifrost,55
bifrost,61
bifrost,32
bifrost,1606
bifrost,61
bifrost,547
bifrost,61
bifrost,1751
bifrost,61
bifrost,1608
bifrost,61
bifrost,4020
bifrost,61
bifrost,368
bifrost,61
bifrost,89
bifrost,61
bifrost,1414
bifrost,61
bifrost,2466
bifrost,61
bifrost,1806
bifrost,61
bifrost,1115
bifrost,73
bifrost,61
bifrost,817
bifrost,77
bifrost,61
bifrost,3777
bifrost,61
bifrost,147
bifrost,61
bifrost,2612
bifrost,56
bifrost,53
bifrost,312
bifrost,61
bifrost,880
bifrost,61
bifrost,127
bifrost,61
bifrost,1295
bifrost,61
bifrost,42
bifrost,61
bifrost,1924
bifrost,32
bifrost,61
bifrost,449
bifrost,56
bifrost,2109
bifrost,61
bifrost,1145
bifrost,61
bifrost,39
bifrost,48
bifrost,51
bifrost,40
bifrost,51
bifrost,119
bifrost,61
bifrost,113
bifrost,61
bifrost,94
bifrost,61
bifrost,41
bifrost,60
bifrost,67
bifrost,57
bifrost,34
bifrost,61
bifrost,61
bifrost,61
bifrost,77
bifrost,61
bifrost,65
bifrost,84
bifrost,54
bifrost,85
bifrost,61
bifrost,61
bifrost,91
bifrost,61
bifrost,40
bifrost,68
bifrost,61
bifrost,33
bifrost,35
bifrost,46
bifrost,61
bifrost,44
bifrost,61
bifrost,201
bifrost,114
bifrost,61
bifrost,67
bifrost,32
bifrost,40
bifrost,32
bifrost,36
bifrost,32
bifrost,36
bifrost,35
bifrost,51
bifrost,32
bifrost,35
bifrost,33
bifrost,42
bifrost,61
bifrost,34
bifrost,61
bifrost,34
bifrost,33
bifrost,38
bifrost,34
bifrost,39
bifrost,33
bifrost,36
bifrost,33
bifrost,34
bifrost,57
bifrost,38
bifrost,37
bifrost,38
bifrost,39
bifrost,34
bifrost,48
bifrost,36
bifrost,48
bifrost,37
bifrost,36
bifrost,41
bifrost,49
bifrost,38
bifrost,32
bifrost,51
bifrost,36
bifrost,34
bifrost,35
bifrost,34
bifrost,33
bifrost,61
bifrost,61
bifrost,52
bifrost,37
bifrost,61
bifrost,61
bifrost,57
bifrost,46
bifrost,59
bifrost,42
bifrost,43
bifrost,36
bifrost,32
bifrost,55
bifrost,39
bifrost,57
bifrost,33
bifrost,2407
bifrost,57
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,56
bifrost,43
bifrost,41
bifrost,50
bifrost,32
bifrost,61
bifrost,52
bifrost,61
bifrost,56
bifrost,61
bifrost,61
bifrost,37
bifrost,53
bifrost,61
bifrost,33
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,53
bifrost,33
bifrost,58
bifrost,57
bifrost,61
bifrost,94
bifrost,61
bifrost,60
bifrost,75
bifrost,61
bifrost,61
bifrost,61
bifrost,36
bifrost,61
bifrost,61
bifrost,48
bifrost,61
bifrost,45
bifrost,61
bifrost,61
bifrost,53
bifrost,92
bifrost,83
bifrost,34
bifrost,61
bifrost,34
bifrost,58
bifrost,71
bifrost,80
bifrost,35
bifrost,59
bifrost,56
bifrost,61
bifrost,37
bifrost,54
bifrost,134
bifrost,34
bifrost,1059
bifrost,61
bifrost,1447
bifrost,55
bifrost,105
bifrost,33
bifrost,36
bifrost,33
bifrost,33
bifrost,691
bifrost,146
bifrost,38
bifrost,87
bifrost,108
bifrost,108
bifrost,61
bifrost,35
bifrost,72
bifrost,128
bifrost,45
bifrost,61
bifrost,61
bifrost,43
bifrost,58
bifrost,216
bifrost,61
bifrost,71
bifrost,88
bifrost,369
bifrost,221
bifrost,61
bifrost,194
bifrost,61
bifrost,126
bifrost,213
bifrost,40
bifrost,61
bifrost,51
bifrost,271
bifrost,91
bifrost,61
bifrost,164
bifrost,61
bifrost,45
bifrost,61
bifrost,36
bifrost,36
bifrost,49
bifrost,42
bifrost,149
bifrost,70
bifrost,47
bifrost,75
bifrost,85
bifrost,61
bifrost,59
bifrost,32
bifrost,61
bifrost,59
bifrost,32
bifrost,61
bifrost,36
bifrost,51
bifrost,52
bifrost,46
bifrost,45
bifrost,61
bifrost,67
bifrost,41
bifrost,75
bifrost,43
bifrost,45
bifrost,70
bifrost,61
bifrost,108
bifrost,83
bifrost,57
bifrost,91
bifrost,38
bifrost,67
bifrost,48
bifrost,44
bifrost,61
bifrost,44
bifrost,47
bifrost,70
bifrost,97
bifrost,41
bifrost,34
bifrost,111
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,165
bifrost,82
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,54
bifrost,37
bifrost,61
bifrost,38
bifrost,53
bifrost,61
bifrost,97
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,48
bifrost,43
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,42
bifrost,49
bifrost,61
bifrost,32
bifrost,61
bifrost,42
bifrost,61
bifrost,61
bifrost,47
bifrost,61
bifrost,61
bifrost,55
bifrost,61
bifrost,61
bifrost,52
bifrost,36
bifrost,33
bifrost,35
bifrost,34
bifrost,39
bifrost,38
bifrost,39
bifrost,34
bifrost,32
bifrost,58
bifrost,75
bifrost,61
bifrost,61
bifrost,61
bifrost,51
bifrost,32
bifrost,36
bifrost,55
bifrost,43
bifrost,54
bifrost,57
bifrost,64
bifrost,51
bifrost,61
bifrost,95
bifrost,61
bifrost,105
bifrost,61
bifrost,44
bifrost,61
bifrost,49
bifrost,43
bifrost,61
bifrost,78
bifrost,34
bifrost,197
bifrost,37
bifrost,61
bifrost,77
bifrost,61
bifrost,36
bifrost,54
bifrost,32
bifrost,37
bifrost,56
bifrost,59
bifrost,32
bifrost,38
bifrost,76
bifrost,46
bifrost,61
bifrost,54
bifrost,47
bifrost,32
bifrost,61
bifrost,61
bifrost,61
bifrost,46
bifrost,50
bifrost,61
bifrost,100
bifrost,61
bifrost,44
bifrost,94
bifrost,61
bifrost,44
bifrost,50
bifrost,39
bifrost,61
bifrost,48
bifrost,36
bifrost,50
bifrost,34
bifrost,61
bifrost,44
bifrost,36
bifrost,41
bifrost,44
bifrost,45
bifrost,34
bifrost,53
bifrost,51
bifrost,48
bifrost,61
bifrost,46
bifrost,61
bifrost,50
bifrost,41
bifrost,53
bifrost,38
bifrost,52
bifrost,63
bifrost,32
bifrost,48
bifrost,66
bifrost,42
bifrost,73
bifrost,61
bifrost,61
bifrost,45
bifrost,76
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,91
bifrost,64
bifrost,58
bifrost,53
bifrost,76
bifrost,61
bifrost,61
bifrost,47
bifrost,44
bifrost,90
bifrost,52
bifrost,61
bifrost,53
bifrost,50
bifrost,61
bifrost,37
bifrost,42
bifrost,61
bifrost,299
bifrost,61
bifrost,61
bifrost,61
bifrost,34
bifrost,146
bifrost,67
bifrost,61
bifrost,40
bifrost,114
bifrost,66
bifrost,34
bifrost,36
bifrost,55
bifrost,62
bifrost,103
bifrost,70
bifrost,61
bifrost,88
bifrost,61
bifrost,61
bifrost,61
bifrost,89
bifrost,61
bifrost,72
bifrost,61
bifrost,32
bifrost,36
bifrost,61
bifrost,164
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,32
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,54
bifrost,61
bifrost,32
bifrost,52
bifrost,61
bifrost,61
bifrost,61
bifrost,32
bifrost,41
bifrost,52
bifrost,61
bifrost,34
bifrost,32
bifrost,54
bifrost,35
bifrost,33
bifrost,38
bifrost,37
bifrost,42
bifrost,38
bifrost,32
bifrost,32
bifrost,33
bifrost,32
bifrost,35
bifrost,49
bifrost,32
bifrost,32
bifrost,33
bifrost,32
bifrost,35
bifrost,33
bifrost,53
bifrost,32
bifrost,32
bifrost,35
bifrost,55
bifrost,34
bifrost,35
bifrost,34
bifrost,32
bifrost,32
bifrost,33
bifrost,32
bifrost,36
bifrost,47
bifrost,35
bifrost,34
bifrost,41
bifrost,61
bifrost,61
bifrost,48
bifrost,33
bifrost,32
bifrost,61
bifrost,61
bifrost,61
bifrost,33
bifrost,61
bifrost,53
bifrost,55
bifrost,53
bifrost,61
bifrost,60
bifrost,61
bifrost,52
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,56
bifrost,55
bifrost,61
bifrost,58
bifrost,58
bifrost,61
bifrost,49
bifrost,71
bifrost,51
bifrost,34
bifrost,37
bifrost,56
bifrost,61
bifrost,61
bifrost,56
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,34
bifrost,57
bifrost,44
bifrost,61
bifrost,45
bifrost,50
bifrost,61
bifrost,50
bifrost,34
bifrost,55
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,32
bifrost,61
bifrost,61
bifrost,32
bifrost,34
bifrost,61
bifrost,61
bifrost,53
bifrost,61
bifrost,61
bifrost,58
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,40
bifrost,61
bifrost,56
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,56
bifrost,61
bifrost,61
bifrost,33
bifrost,33
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,53
bifrost,61
bifrost,54
bifrost,40
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,32
bifrost,36
bifrost,174
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,56
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,59
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,58
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,35
bifrost,39
bifrost,32
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,55
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,38
bifrost,53
bifrost,61
bifrost,61
bifrost,61
bifrost,59
bifrost,61
bifrost,61
bifrost,61
bifrost,90
bifrost,85
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,32
bifrost,34
bifrost,43
bifrost,61
bifrost,61
bifrost,61
bifrost,58
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,54
bifrost,56
bifrost,61
bifrost,40
bifrost,33
bifrost,61
bifrost,61
bifrost,61
bifrost,54
bifrost,61
bifrost,61
bifrost,61
bifrost,33
bifrost,32
bifrost,33
bifrost,42
bifrost,49
bifrost,41
bifrost,43
bifrost,48
bifrost,46
bifrost,38
bifrost,34
bifrost,46
bifrost,32
bifrost,43
bifrost,59
bifrost,35
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,38
bifrost,61
bifrost,58
bifrost,32
bifrost,68
bifrost,61
bifrost,57
bifrost,57
bifrost,37
bifrost,61
bifrost,56
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,56
bifrost,61
bifrost,32
bifrost,52
bifrost,61
bifrost,55
bifrost,57
bifrost,43
bifrost,43
bifrost,61
bifrost,52
bifrost,61
bifrost,51
bifrost,40
bifrost,51
bifrost,61
bifrost,61
bifrost,48
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,60
bifrost,61
bifrost,61
bifrost,57
bifrost,44
bifrost,49
bifrost,37
bifrost,61
bifrost,99
bifrost,161
bifrost,111
bifrost,54
bifrost,61
bifrost,57
bifrost,61
bifrost,61
bifrost,57
bifrost,57
bifrost,61
bifrost,61
bifrost,43
bifrost,54
bifrost,53
bifrost,61
bifrost,61
bifrost,53
bifrost,32
bifrost,57
bifrost,34
bifrost,34
bifrost,36
bifrost,34
bifrost,66
bifrost,61
bifrost,76
bifrost,61
bifrost,61
bifrost,61
bifrost,39
bifrost,41
bifrost,33
bifrost,34
bifrost,37
bifrost,32
bifrost,32
bifrost,49
bifrost,32
bifrost,34
bifrost,33
bifrost,32
bifrost,33
bifrost,35
bifrost,32
bifrost,34
bifrost,37
bifrost,34
bifrost,33
bifrost,32
bifrost,42
bifrost,32
bifrost,33
bifrost,33
bifrost,32
bifrost,32
bifrost,32
bifrost,49
bifrost,32
bifrost,35
bifrost,32
bifrost,33
bifrost,34
bifrost,32
bifrost,32
bifrost,32
bifrost,48
bifrost,37
bifrost,32
bifrost,34
bifrost,32
bifrost,33
bifrost,33
bifrost,49
bifrost,33
bifrost,32
bifrost,34
bifrost,33
bifrost,33
bifrost,61
bifrost,33
bifrost,35
bifrost,53
bifrost,32
bifrost,38
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,32
bifrost,61
bifrost,41
bifrost,114
bifrost,37
bifrost,104
bifrost,40
bifrost,70
bifrost,61
bifrost,124
bifrost,45
bifrost,61
bifrost,63
bifrost,98
bifrost,61
bifrost,61
bifrost,33
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,32
bifrost,35
bifrost,33
bifrost,49
bifrost,61
bifrost,49
bifrost,57
bifrost,33
bifrost,61
bifrost,35
bifrost,35
bifrost,61
bifrost,61
bifrost,33
bifrost,33
bifrost,38
bifrost,34
bifrost,36
bifrost,49
bifrost,61
bifrost,57
bifrost,32
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,50
bifrost,61
bifrost,59
bifrost,61
bifrost,61
bifrost,35
bifrost,45
bifrost,52
bifrost,72
bifrost,61
bifrost,61
bifrost,55
bifrost,62
bifrost,61
bifrost,61
bifrost,43
bifrost,61
bifrost,61
bifrost,61
bifrost,67
bifrost,70
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,85
bifrost,61
bifrost,46
bifrost,37
bifrost,32
bifrost,35
bifrost,61
bifrost,61
bifrost,59
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,55
bifrost,61
bifrost,60
bifrost,61
bifrost,61
bifrost,61
bifrost,57
bifrost,56
bifrost,61
bifrost,61
bifrost,61
bifrost,53
bifrost,34
bifrost,37
bifrost,33
bifrost,33
bifrost,49
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,33
bifrost,53
bifrost,49
bifrost,33
bifrost,55
bifrost,40
bifrost,57
bifrost,55
bifrost,32
bifrost,32
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,43
bifrost,124
bifrost,61
bifrost,41
bifrost,61
bifrost,32
bifrost,49
bifrost,32
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,34
bifrost,54
bifrost,61
bifrost,61
bifrost,61
bifrost,35
bifrost,41
bifrost,43
bifrost,44
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,36
bifrost,33
bifrost,37
bifrost,60
bifrost,60
bifrost,61
bifrost,32
bifrost,35
bifrost,61
bifrost,39
bifrost,33
bifrost,33
bifrost,35
bifrost,61
bifrost,316
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,61
bifrost,38
bifrost,44
bifrost,45
bifrost,61
bifrost,34
bifrost,209
bifrost,34
bifrost,78
bifrost,38
bifrost,36
bifrost,99
bifrost,1979
bifrost,32
bifrost,49
bifrost,72
bifrost,61
bifrost,61
bifrost,61
bifrost,88
bifrost,57
bifrost,39
bifrost,59
bifrost,3148
bifrost,61
bifrost,216
bifrost,61
bifrost,4899
bifrost,486
bifrost,61
bifrost,1130
bifrost,51
bifrost,40
bifrost,60
bifrost,79
bifrost,61
bifrost,1997
bifrost,61
bifrost,506
bifrost,61
bifrost,271
bifrost,61
bifrost,893
bifrost,61
bifrost,121
bifrost,38
bifrost,36
bifrost,6911
bifrost,32
bifrost,61
bifrost,1277
bifrost,61
bifrost,990
bifrost,61
bifrost,229
bifrost,57
bifrost,597
bifrost,61
bifrost,1199
bifrost,61
bifrost,1226
bifrost,61
bifrost,137
bifrost,61
bifrost,2253
bifrost,61
bifrost,1476
bifrost,61
bifrost,130
bifrost,61
bifrost,1482
bifrost,61
bifrost,963
bifrost,64
bifrost,692
bifrost,61
bifrost,597
bifrost,61
bifrost,1772
bifrost,61
bifrost,3623
bifrost,61
bifrost,136
bifrost,61
bifrost,49
bifrost,61
bifrost,1691
bifrost,401
bifrost,160
bifrost,53
bifrost,51
bifrost,84
bifrost,61
bifrost,756
bifrost,61
bifrost,383
bifrost,61
bifrost,955
bifrost,49
bifrost,37
bifrost,2154
bifrost,61
bifrost,129
bifrost,58
bifrost,32
bifrost,58
bifrost,304
bifrost,40
bifrost,51
bifrost,40
bifrost,40
bifrost,61
bifrost,831
bifrost,61
bifrost,1895
bifrost,61
bifrost,2263
bifrost,61
bifrost,1075
bifrost,61
bifrost,337
bifrost,61
bifrost,1436
bifrost,38
bifrost,73
bifrost,63
bifrost,47
bifrost,1106
bifrost,61
bifrost,2840
bifrost,61
bifrost,97
bifrost,61
bifrost,882
bifrost,61
bifrost,49
bifrost,61
bifrost,312
bifrost,41
bifrost,50
bifrost,41
bifrost,637
bifrost,61
bifrost,59
bifrost,56
bifrost,147
bifrost,61
bifrost,83
bifrost,61
bifrost,1450
bifrost,61
bifrost,345
bifrost,61
bifrost,152
bifrost,51
bifrost,891
bifrost,61
bifrost,1864
bifrost,61
bifrost,523
bifrost,61
bifrost,66
bifrost,61
bifrost,81
bifrost,61
bifrost,591
bifrost,61
bifrost,600
bifrost,61
bifrost,1662
bifrost,61
bifrost,362
bifrost,61
bifrost,314
bifrost,61
bifrost,103
bifrost,61
bifrost,1216
bifrost,61
bifrost,998
bifrost,61
bifrost,105
bifrost,67
bifrost,470
bifrost,39
bifrost,34
bifrost,39
bifrost,1010
bifrost,61
bifrost,443
bifrost,61
bifrost,300
bifrost,61
bifrost,37
bifrost,61
bifrost,261
bifrost,33
bifrost,446
bifrost,61
bifrost,785
bifrost,59
bifrost,61
bifrost,422
bifrost,61
bifrost,237
bifrost,61
bifrost,498
bifrost,56
bifrost,35
bifrost,59
bifrost,53
bifrost,61
bifrost,1196
bifrost,487
bifrost,61
bifrost,141
bifrost,61
bifrost,377
bifrost,61
bifrost,181
bifrost,61
bifrost,1092
bifrost,61
bifrost,224
bifrost,61
bifrost,85
bifrost,61
bifrost,220
bifrost,61
bifrost,2953
bifrost,34
bifrost,317
bifrost,61
bifrost,573
bifrost,61
bifrost,73
bifrost,39
bifrost,1171
bifrost,33
bifrost,63
bifrost,34
bifrost,79
bifrost,63
bifrost,637
bifrost,61
bifrost,56
bifrost,1407
bifrost,60
bifrost,1665
bifrost,61
bifrost,2336
bifrost,61
bifrost,977
bifrost,61
bifrost,579
bifrost,61
bifrost,332
bifrost,61
bifrost,984
bifrost,61
bifrost,1049
bifrost,61
bifrost,310
bifrost,61
bifrost,431
bifrost,61
bifrost,694
bifrost,61
bifrost,182
bifrost,55
bifrost,66
bifrost,3715
bifrost,32
bifrost,35
bifrost,32
bifrost,45
bifrost,61
bifrost,33
bifrost,58
bifrost,61
bifrost,54
bifrost,61
bifrost,61
bifrost,61
bifrost,99
bifrost,1301
bifrost,61
bifrost,1338
bifrost,61
bifrost,1553
bifrost,61
bifrost,2251
bifrost,61
bifrost,3078
bifrost,61
bifrost,548
bifrost,61
bifrost,350
bifrost,61
bifrost,1246
bifrost,61
bifrost,123
bifrost,61
bifrost,1304
bifrost,61
bifrost,2713
bifrost,33
bifrost,54
bifrost,34
bifrost,253
bifrost,73
bifrost,80
bifrost,39
bifrost,45
bifrost,120
bifrost,1484
bifrost,33
bifrost,1038
bifrost,61
bifrost,41
bifrost,61
bifrost,490
bifrost,61
bifrost,110
bifrost,61
bifrost,412
bifrost,1188
bifrost,61
bifrost,466
bifrost,36
bifrost,33
bifrost,33
bifrost,33
bifrost,33
bifrost,36
bifrost,1104
bifrost,60
bifrost,3710
bifrost,61
bifrost,156
bifrost,61
bifrost,2395
bifrost,61
bifrost,531
bifrost,61
bifrost,139
bifrost,61
bifrost,1972
bifrost,61
bifrost,1475
bifrost,61
bifrost,2497
bifrost,61
bifrost,701
bifrost,61
bifrost,560
bifrost,104
bifrost,110
bifrost,61
bifrost,1243
bifrost,32
bifrost,1849
bifrost,61
bifrost,2899
bifrost,61
bifrost,1895
bifrost,317
bifrost,296
bifrost,61
bifrost,728
bifrost,35
bifrost,55
bifrost,34
bifrost,32
bifrost,436
bifrost,61
bifrost,157
bifrost,61
bifrost,181
bifrost,61
bifrost,59
bifrost,648
bifrost,61
bifrost,311
bifrost,43
bifrost,2638
bifrost,61
bifrost,2479
bifrost,72
bifrost,61
bifrost,2395
bifrost,61
bifrost,1451
bifrost,61
bifrost,931
bifrost,61
bifrost,567
bifrost,61
bifrost,3488
bifrost,43
bifrost,88
bifrost,65
bifrost,1372
bifrost,53
bifrost,61
bifrost,366
bifrost,61
bifrost,684
bifrost,61
bifrost,143
bifrost,61
bifrost,515
bifrost,61
bifrost,44
bifrost,61
bifrost,198
bifrost,61
bifrost,584
bifrost,61
bifrost,2640
bifrost,61
bifrost,310
bifrost,1179
bifrost,41
bifrost,50
bifrost,41
bifrost,532
bifrost,61
bifrost,1109
bifrost,61
bifrost,2551
bifrost,61
bifrost,1393
bifrost,56
bifrost,2381
bifrost,51
bifrost,331
bifrost,56
bifrost,481
bifrost,61
bifrost,1237
bifrost,61
bifrost,526
bifrost,61
bifrost,782
bifrost,61
bifrost,242
bifrost,61
bifrost,650
bifrost,61
bifrost,235
bifrost,61
bifrost,399
bifrost,61
bifrost,2092
bifrost,35
bifrost,36
bifrost,69
bifrost,36
bifrost,84
bifrost,858
bifrost,61
bifrost,934
bifrost,61
bifrost,2182
bifrost,61
bifrost,858
bifrost,61
bifrost,243
bifrost,61
bifrost,77
bifrost,43
bifrost,815
bifrost,61
bifrost,3198
bifrost,37
bifrost,640
bifrost,61
bifrost,1339
bifrost,35
bifrost,32
bifrost,61
bifrost,61
bifrost,56
bifrost,44
bifrost,50
bifrost,61
bifrost,32
bifrost,54
bifrost,42
bifrost,44
bifrost,47
bifrost,136
bifrost,61
bifrost,56
bifrost,76
bifrost,254
bifrost,141
bifrost,67
bifrost,1164
bifrost,49
bifrost,139
bifrost,36
bifrost,99
bifrost,44
bifrost,61
bifrost,35
bifrost,70
bifrost,92
bifrost,61
bifrost,56
bifrost,81
bifrost,76
bifrost,60
bifrost,61
bifrost,44
bifrost,33
bifrost,58
bifrost,33
bifrost,66
bifrost,66
bifrost,49
bifrost,60
bifrost,76
bifrost,132
bifrost,73
bifrost,101
bifrost,67
bifrost,181
bifrost,61
bifrost,106
bifrost,61
bifrost,39
bifrost,61
bifrost,40
bifrost,56
bifrost,51
bifrost,61
bifrost,41
bifrost,61
bifrost,33
bifrost,71
bifrost,57
bifrost,61
bifrost,32
bifrost,61
bifrost,101
bifrost,42
bifrost,33
bifrost,51
bifrost,34
bifrost,33
bifrost,33
bifrost,43
bifrost,53
bifrost,74
bifrost,35
bifrost,61
bifrost,61
bifrost,61
bifrost,47
bifrost,61
bifrost,44
bifrost,37
bifrost,54
bifrost,51
bifrost,44
bifrost,33
bifrost,33
bifrost,54
bifrost,34
bifrost,33
bifrost,54
bifrost,41
bifrost,61
bifrost,36
bifrost,53
bifrost,34
bifrost,61
bifrost,36
bifrost,35
bifrost,35
bifrost,51
bifrost,32
bifrost,38
bifrost,53
bifrost,34
bifrost,32
bifrost,38
bifrost,61
bifrost,38
bifrost,61
bifrost,45
bifrost,59
bifrost,40
bifrost,47
bifrost,33
bifrost,70
bifrost,56
bifrost,61
bifrost,80
bifrost,61
bifrost,57
bifrost,59
bifrost,71
bifrost,36
bifrost,46
bifrost,61
bifrost,56
bifrost,61
bifrost,39
bifrost,61
bifrost,52
bifrost,61
bifrost,79
bifrost,79
bifrost,38
bifrost,60
bifrost,71
bifrost,56
bifrost,61
bifrost,43
bifrost,47
bifrost,39
bifrost,35
bifrost,121
bifrost,44
bifrost,36
bifrost,39
bifrost,100
bifrost,33
bifrost,32
bifrost,61
bifrost,85
bifrost,76
bifrost,61
bifrost,42
bifrost,61
bifrost,34
bifrost,56
bifrost,32
bifrost,61
bifrost,70
bifrost,256
bifrost,68
bifrost,61
bifrost,59
bifrost,121
bifrost,45
bifrost,59
bifrost,60
bifrost,65
bifrost,37
bifrost,130
bifrost,32
bifrost,33
bifrost,61
bifrost,38
bifrost,72
bifrost,61
bifrost,54
bifrost,39
bifrost,61
bifrost,41
bifrost,61
bifrost,49
bifrost,40
bifrost,45
bifrost,46
bifrost,66
bifrost,48
bifrost,44
bifrost,81
bifrost,40
bifrost,43
bifrost,41
bifrost,51
bifrost,33
bifrost,32
bifrost,36
bifrost,55
bifrost,36
bifrost,83
bifrost,39
bifrost,38
bifrost,44
bifrost,59
bifrost,38
bifrost,49
bifrost,40
bifrost,50
bifrost,40
bifrost,38
bifrost,33
bifrost,61
bifrost,60
bifrost,39
bifrost,35
bifrost,42
bifrost,49
bifrost,42
bifrost,32
bifrost,61
bifrost,60
bifrost,39
bifrost,38
bifrost,36
bifrost,51
bifrost,61
bifrost,38
bifrost,85
bifrost,33
bifrost,54
bifrost,42
bifrost,38
bifrost,33
bifrost,38
bifrost,53
bifrost,44
bifrost,61
bifrost,34
bifrost,103
bifrost,35
bifrost,47
bifrost,33
bifrost,61
bifrost,32
bifrost,67
bifrost,36
bifrost,92
bifrost,61
bifrost,63
bifrost,61
bifrost,58
bifrost,61
bifrost,49
bifrost,54
bifrost,61
bifrost,38
bifrost,73
bifrost,36
bifrost,61
bifrost,77
bifrost,37
bifrost,85
bifrost,37
bifrost,61
bifrost,40
bifrost,113
bifrost,32
bifrost,54
bifrost,366
bifrost,61
bifrost,1924
bifrost,61
bifrost,76
bifrost,178
bifrost,123
bifrost,49
bifrost,43
bifrost,35
bifrost,37
bifrost,64
bifrost,61
bifrost,63
bifrost,46
bifrost,61
bifrost,121
bifrost,37
bifrost,38
bifrost,73
bifrost,38
bifrost,393
bifrost,357
bifrost,57
bifrost,417
bifrost,61
bifrost,33
bifrost,32
bifrost,64
bifrost,61
bifrost,92
bifrost,83
bifrost,344
bifrost,61
bifrost,277
bifrost,61
bifrost,114
bifrost,61
bifrost,2483
bifrost,61
bifrost,861
bifrost,42
bifrost,49
bifrost,42
bifrost,1078
bifrost,61
bifrost,1111
bifrost,61
bifrost,34
bifrost,61
bifrost,1909
bifrost,61
bifrost,1416
bifrost,53
bifrost,61
